timestamp_utc_str,lat,lon,alt_m,sat,hdop,speed_obd_kmh,acc_lon_G,acc_lat_G,roll_deg,pitch_deg,slope_deg,slope_confidence,heading_deg,yawRate_dps,heading_confidence,rpm,load_pct,throttle_pct,estimated_gear,t_mono_us,utc_epoch_us,utc_valid,sync_quality,imu_t_us,gnss_t_us,obd_speed_t_us,imu_age_ms,gnss_age_ms,obd_speed_age_ms
2026-05-18 18:32:07,45.478091,9.227155,135.9,14,0.72,68.8,0.179,-0.019,0.4,0.96,1.02,0.92,174.4,-0.82,0.78,4940,52,45.3,4,128000000,1779129127500000,1,96,127997378,127976901,127997634,2,23,2
2026-05-18 18:32:08,45.478091,9.227156,135.9,14,0.73,71.5,0.165,-0.03,0.37,0.32,1.02,0.93,174.7,-0.46,0.81,5198,61,55.8,4,128500000,1779129128000000,1,99,128498466,128494692,128497307,1,5,2
2026-05-18 18:32:08,45.478092,9.227157,135.8,14,0.74,70.1,0.183,-0.02,-0.01,1.06,1.01,0.93,174.9,0.09,0.75,5159,53,47.3,4,129000000,1779129128500000,1,97,128998551,128991242,128995513,1,8,4
2026-05-18 18:32:09,45.478092,9.227158,135.8,14,0.74,69.3,0.175,-0.041,-0.26,0.53,1.0,0.93,175.1,-0.67,0.83,4863,56,47.7,4,129500000,1779129129000000,1,93,129499081,129483221,129497023,0,16,2
2026-05-18 18:32:09,45.478092,9.227159,135.8,14,0.75,70.3,0.184,-0.072,-0.15,1.12,1.0,0.93,175.4,-0.81,0.77,5003,59,52.4,4,130000000,1779129129500000,1,99,129997547,129981150,129996429,2,18,3
2026-05-18 18:32:10,45.478093,9.227159,135.8,14,0.75,71.4,0.16,-0.104,0.11,0.9,0.99,0.93,175.6,-2.23,0.72,5019,61,53.0,4,130500000,1779129130000000,1,95,130498478,130470844,130497360,1,29,2
2026-05-18 18:32:10,45.478093,9.22716,135.7,14,0.76,69.8,0.176,-0.092,-0.14,0.77,0.99,0.93,175.8,-1.59,0.76,5089,52,49.3,4,131000000,1779129130500000,1,93,130997808,130977457,130994122,2,22,5
2026-05-18 18:32:11,45.478094,9.227161,135.7,14,0.77,72.6,0.151,-0.11,-0.83,0.56,0.98,0.94,176.0,-2.32,0.71,5173,53,45.1,4,131500000,1779129131000000,1,96,131498361,131485525,131496731,1,14,3
2026-05-18 18:32:11,45.478094,9.227162,135.7,14,0.77,71.3,0.166,-0.15,-0.21,0.68,0.98,0.94,176.3,-2.99,0.76,5218,57,53.2,4,132000000,1779129131500000,1,93,131997845,131991522,131992387,2,8,7
2026-05-18 18:32:12,45.478095,9.227162,135.6,14,0.78,70.8,0.155,-0.165,-0.59,0.8,0.97,0.94,176.5,-3.52,0.74,5148,58,52.6,4,132500000,1779129132000000,1,98,132497252,132479089,132493940,2,20,6
2026-05-18 18:32:12,45.478095,9.227163,135.6,14,0.79,72.5,0.143,-0.165,-0.34,0.38,0.96,0.94,176.7,-2.46,0.8,5164,62,53.6,4,133000000,1779129132500000,1,95,132999264,132979660,132992673,0,20,7
2026-05-18 18:32:13,45.478096,9.227164,135.6,14,0.79,74.3,0.131,-0.187,-0.63,0.34,0.96,0.94,177.0,-2.95,0.76,5411,62,57.0,4,133500000,1779129133000000,1,93,133497320,133494900,133495950,2,5,4
2026-05-18 18:32:13,45.478096,9.227165,135.5,14,0.8,72.2,0.128,-0.172,-0.68,0.92,0.95,0.94,177.2,-3.16,0.71,5151,61,54.6,4,134000000,1779129133500000,1,100,133997630,133979966,133998000,2,20,2
2026-05-18 18:32:14,45.478097,9.227165,135.5,14,0.8,72.5,0.12,-0.216,-0.92,0.79,0.95,0.94,177.5,-3.56,0.78,5057,57,54.3,4,134500000,1779129134000000,1,93,134499174,134491426,134498789,0,8,1
2026-05-18 18:32:14,45.478097,9.227166,135.5,14,0.81,72.2,0.113,-0.208,-0.42,0.12,0.94,0.94,177.7,-4.06,0.74,5230,60,54.0,4,135000000,1779129134500000,1,95,134997939,134985873,134996417,2,14,3
2026-05-18 18:32:15,45.478097,9.227167,135.4,14,0.82,73.3,0.108,-0.209,-1.13,0.73,0.93,0.94,177.9,-3.79,0.75,5340,61,54.4,4,135500000,1779129135000000,1,100,135497698,135486161,135492615,2,13,7
2026-05-18 18:32:15,45.478098,9.227168,135.4,14,0.82,74.3,0.095,-0.226,-0.55,0.01,0.93,0.95,178.2,-3.57,0.8,5334,57,53.1,4,136000000,1779129135500000,1,100,135998745,135987335,135998443,1,12,1
2026-05-18 18:32:16,45.478098,9.227169,135.4,13,0.83,73.2,0.1,-0.266,-0.75,0.38,0.92,0.95,178.4,-5.3,0.71,5276,60,56.4,4,136500000,1779129136000000,1,97,136497668,136490791,136498354,2,9,1
2026-05-18 18:32:16,45.478099,9.227169,135.3,13,0.83,73.6,0.095,-0.264,-0.67,0.56,0.91,0.95,178.7,-4.98,0.71,5354,61,57.5,4,137000000,1779129136500000,1,96,136997443,136973702,136994918,2,26,5
2026-05-18 18:32:17,45.478099,9.22717,135.3,13,0.84,73.9,0.09,-0.277,-0.61,0.24,0.91,0.95,178.9,-5.58,0.82,5319,61,52.2,4,137500000,1779129137000000,1,99,137499369,137485182,137497341,0,14,2
2026-05-18 18:32:17,45.4781,9.227171,135.3,13,0.85,72.2,0.067,-0.277,-1.46,0.34,0.9,0.95,179.2,-4.42,0.83,5056,56,47.5,4,138000000,1779129137500000,1,96,137998727,137994715,137993623,1,5,6
2026-05-18 18:32:18,45.4781,9.227172,135.2,13,0.85,72.3,0.07,-0.285,-1.43,-0.04,0.89,0.95,179.4,-4.53,0.79,5297,56,52.2,4,138500000,1779129138000000,1,92,138498547,138474803,138492849,1,25,7
2026-05-18 18:32:18,45.478101,9.227173,135.2,13,0.86,73.1,0.047,-0.298,-0.55,-0.01,0.89,0.95,179.7,-5.32,0.76,5078,54,48.4,4,139000000,1779129138500000,1,100,138997893,138986196,138997215,2,13,2
2026-05-18 18:32:19,45.478101,9.227173,135.2,13,0.86,71.1,0.032,-0.307,-1.17,0.11,0.88,0.95,179.9,-5.0,0.73,5146,53,46.8,4,139500000,1779129139000000,1,97,139498774,139485608,139495627,1,14,4
2026-05-18 18:32:19,45.478102,9.227174,135.1,13,0.87,71.1,0.05,-0.333,-1.26,0.33,0.87,0.95,180.2,-6.12,0.73,5087,51,44.8,4,140000000,1779129139500000,1,99,139998618,139983197,139993068,1,16,6
2026-05-18 18:32:20,45.478102,9.227175,135.1,13,0.88,72.9,0.018,-0.346,-1.44,-0.08,0.87,0.95,180.4,-6.04,0.72,5255,56,49.6,4,140500000,1779129140000000,1,98,140499308,140493680,140498906,0,6,1
2026-05-18 18:32:20,45.478103,9.227176,135.1,13,0.88,74.4,0.024,-0.352,-1.25,-0.15,0.86,0.95,180.7,-6.09,0.74,5332,61,54.6,4,141000000,1779129140500000,1,93,140997154,140981771,140996219,2,18,3
2026-05-18 18:32:21,45.478103,9.227176,135.0,13,0.89,71.2,0.001,-0.37,-1.74,-0.3,0.85,0.95,180.9,-6.22,0.8,5087,57,49.9,4,141500000,1779129141000000,1,100,141498106,141486426,141493859,1,13,6
2026-05-18 18:32:21,45.478103,9.227177,135.0,13,0.89,74.0,0.007,-0.378,-1.29,0.36,0.85,0.95,181.2,-6.99,0.76,5355,54,50.5,4,142000000,1779129141500000,1,92,141998901,141983919,141995036,1,16,4
2026-05-18 18:32:22,45.478104,9.227178,135.0,13,0.9,73.6,-0.015,-0.393,-1.06,-0.44,0.84,0.95,181.5,-7.13,0.74,5397,60,53.0,4,142500000,1779129142000000,1,96,142498839,142470290,142493357,1,29,6
2026-05-18 18:32:22,45.478104,9.227179,134.9,13,0.9,71.1,-0.01,-0.38,-0.97,-0.39,0.83,0.95,181.7,-7.19,0.78,5024,56,50.6,4,143000000,1779129142500000,1,96,142997877,142980074,142993982,2,19,6
2026-05-18 18:32:23,45.478105,9.22718,134.9,13,0.91,70.1,-0.04,-0.371,-0.97,0.23,0.83,0.95,182.0,-6.83,0.78,5190,53,50.4,4,143500000,1779129143000000,1,100,143497998,143492096,143492941,2,7,7
2026-05-18 18:32:23,45.478105,9.22718,134.9,13,0.92,72.8,-0.056,-0.376,-1.74,-0.34,0.82,0.95,182.3,-7.21,0.82,5178,55,46.7,4,144000000,1779129143500000,1,94,143998243,143989680,143998895,1,10,1
2026-05-18 18:32:24,45.478106,9.227181,134.8,12,0.92,71.2,-0.05,-0.383,-1.83,-0.48,0.81,0.95,182.5,-6.94,0.78,5191,58,52.3,4,144500000,1779129144000000,1,99,144497274,144491126,144496712,2,8,3
2026-05-18 18:32:24,45.478106,9.227182,134.8,12,0.93,71.2,-0.063,-0.384,-1.53,-0.02,0.8,0.95,182.8,-6.85,0.81,5217,54,45.8,4,145000000,1779129144500000,1,100,144997526,144983080,144997163,2,16,2
2026-05-18 18:32:25,45.478107,9.227183,134.8,12,0.93,69.7,-0.071,-0.387,-1.63,-0.16,0.8,0.95,183.1,-6.79,0.72,5013,58,49.9,4,145500000,1779129145000000,1,100,145498379,145473413,145498368,1,26,1
2026-05-18 18:32:25,45.478107,9.227183,134.7,12,0.94,71.3,-0.085,-0.412,-1.22,-0.31,0.79,0.95,183.4,-7.01,0.76,5139,55,50.6,4,146000000,1779129145500000,1,100,145999145,145993825,145997573,0,6,2
2026-05-18 18:32:26,45.478107,9.227184,134.7,12,0.94,69.8,-0.087,-0.42,-1.41,-0.21,0.78,0.95,183.6,-7.33,0.75,5005,57,50.3,4,146500000,1779129146000000,1,92,146499418,146491876,146495170,0,8,4
2026-05-18 18:32:26,45.478108,9.227185,134.7,12,0.95,71.1,-0.103,-0.408,-1.92,-0.49,0.77,0.95,183.9,-6.91,0.75,4986,61,52.6,4,147000000,1779129146500000,1,96,146998630,146973219,146998872,1,26,1
2026-05-18 18:32:27,45.478108,9.227186,134.6,12,0.95,70.5,-0.114,-0.435,-1.42,-0.49,0.77,0.95,184.2,-7.76,0.76,5198,52,44.8,4,147500000,1779129147000000,1,92,147499426,147492151,147497657,0,7,2
2026-05-18 18:32:27,45.478109,9.227187,134.6,12,0.96,71.7,-0.116,-0.431,-1.99,-0.38,0.76,0.94,184.5,-7.24,0.81,5274,57,51.9,4,148000000,1779129147500000,1,100,147998960,147976406,147994513,1,23,5
2026-05-18 18:32:28,45.478109,9.227187,134.6,12,0.96,68.5,-0.127,-0.408,-1.73,-0.62,0.75,0.94,184.7,-6.98,0.76,4975,53,45.3,4,148500000,1779129148000000,1,92,148499104,148493912,148494028,0,6,5
2026-05-18 18:32:28,45.47811,9.227188,134.5,12,0.97,69.7,-0.138,-0.431,-1.53,-0.27,0.74,0.94,185.0,-7.17,0.79,5050,53,45.2,4,149000000,1779129148500000,1,100,148998227,148975675,148993350,1,24,6
2026-05-18 18:32:29,45.47811,9.227189,134.5,12,0.98,69.7,-0.133,-0.438,-1.96,-0.45,0.73,0.94,185.3,-7.46,0.73,5122,52,44.1,4,149500000,1779129149000000,1,92,149497169,149493463,149497093,2,6,2
2026-05-18 18:32:29,45.478111,9.227189,134.5,12,0.98,67.8,-0.141,-0.409,-1.02,-0.69,0.73,0.94,185.6,-7.91,0.71,5065,58,52.5,4,150000000,1779129149500000,1,95,149998470,149991661,149992259,1,8,7
2026-05-18 18:32:30,45.478111,9.22719,134.4,12,0.99,66.7,-0.144,-0.419,-1.16,-0.32,0.72,0.94,185.9,-7.12,0.82,4921,57,54.3,4,150500000,1779129150000000,1,94,150499179,150482835,150494714,0,17,5
2026-05-18 18:32:30,45.478111,9.227191,134.4,12,0.99,66.8,-0.155,-0.399,-0.91,-0.48,0.71,0.94,186.2,-7.5,0.82,4863,55,47.2,4,151000000,1779129150500000,1,95,150997403,150992367,150998450,2,7,1
2026-05-18 18:32:31,45.478112,9.227192,134.4,11,1.0,66.0,-0.157,-0.413,-1.22,-0.34,0.7,0.94,186.5,-7.6,0.79,4712,47,42.5,4,151500000,1779129151000000,1,98,151498131,151474092,151497248,1,25,2
2026-05-18 18:32:31,45.478112,9.227192,134.3,11,1.0,66.3,-0.148,-0.423,-1.57,-0.6,0.69,0.94,186.8,-8.04,0.74,4880,56,52.2,4,152000000,1779129151500000,1,94,151999206,151989046,151995835,0,10,4
2026-05-18 18:32:32,45.478113,9.227193,134.3,11,1.01,68.6,-0.164,-0.408,-1.51,-0.39,0.69,0.93,187.1,-7.15,0.82,4910,52,44.8,4,152500000,1779129152000000,1,99,152498794,152491601,152498742,1,8,1
2026-05-18 18:32:32,45.478113,9.227194,134.3,11,1.01,66.1,-0.185,-0.4,-1.08,-0.62,0.68,0.93,187.4,-7.75,0.76,4893,51,46.7,4,153000000,1779129152500000,1,93,152998164,152985003,152996212,1,14,3
2026-05-18 18:32:33,45.478113,9.227195,134.2,11,1.02,66.2,-0.17,-0.389,-0.95,-0.82,0.67,0.93,187.7,-6.84,0.72,4875,56,50.0,4,153500000,1779129153000000,1,99,153497523,153477106,153498533,2,22,1
2026-05-18 18:32:33,45.478114,9.227195,134.2,11,1.02,65.3,-0.181,-0.406,-1.32,-0.77,0.66,0.93,188.0,-7.29,0.72,4656,53,47.6,4,154000000,1779129153500000,1,99,153997517,153974364,153992940,2,25,7
2026-05-18 18:32:34,45.478114,9.227196,134.2,11,1.03,66.0,-0.188,-0.366,-1.21,-0.5,0.65,0.93,188.3,-6.85,0.76,4808,53,45.6,4,154500000,1779129154000000,1,99,154497107,154473936,154495537,2,26,4
2026-05-18 18:32:34,45.478115,9.227197,134.1,11,1.03,63.7,-0.171,-0.36,-1.45,-1.02,0.64,0.93,188.6,-6.24,0.77,4587,46,39.7,3,155000000,1779129154500000,1,99,154999416,154987888,154995197,0,12,4
2026-05-18 18:32:35,45.478115,9.227197,134.1,11,1.03,64.1,-0.171,-0.358,-1.61,-0.42,0.64,0.92,188.9,-6.79,0.78,4618,54,46.8,3,155500000,1779129155000000,1,93,155497036,155472697,155496524,2,27,3
2026-05-18 18:32:35,45.478116,9.227198,134.1,11,1.04,65.7,-0.171,-0.359,-1.41,-0.78,0.63,0.92,189.2,-6.31,0.71,4953,54,50.8,4,156000000,1779129155500000,1,100,155999382,155989352,155995179,0,10,4
2026-05-18 18:32:36,45.478116,9.227199,134.0,11,1.04,63.4,-0.177,-0.336,-1.33,-1.1,0.62,0.92,189.5,-5.89,0.75,4806,55,49.0,3,156500000,1779129156000000,1,99,156497639,156485130,156492243,2,14,7
2026-05-18 18:32:36,45.478116,9.227199,134.0,11,1.05,63.4,-0.178,-0.347,-1.35,-0.76,0.61,0.92,189.8,-6.66,0.7,4608,52,45.4,3,157000000,1779129156500000,1,92,156997292,156983980,156998190,2,16,1
2026-05-18 18:32:37,45.478117,9.2272,134.0,11,1.05,63.3,-0.172,-0.322,-1.12,-0.72,0.6,0.92,190.2,-6.14,0.77,4727,51,48.5,3,157500000,1779129157000000,1,98,157498633,157489542,157492834,1,10,7
2026-05-18 18:32:37,45.478117,9.227201,133.9,11,1.06,62.1,-0.179,-0.341,-1.49,-0.57,0.59,0.91,190.5,-5.79,0.79,4722,51,44.2,3,158000000,1779129157500000,1,92,157998264,157992346,157997685,1,7,2
2026-05-18 18:32:38,45.478118,9.227201,133.9,11,1.06,62.5,-0.174,-0.304,-1.18,-0.59,0.58,0.91,190.8,-6.05,0.73,4530,52,49.6,3,158500000,1779129158000000,1,100,158497265,158485567,158496476,2,14,3
2026-05-18 18:32:38,45.478118,9.227202,133.9,11,1.07,61.9,-0.174,-0.293,-0.74,-0.62,0.58,0.91,191.1,-5.7,0.73,4694,46,42.6,3,159000000,1779129158500000,1,92,158997892,158978341,158998228,2,21,1
2026-05-18 18:32:39,45.478118,9.227203,133.9,11,1.07,62.8,-0.173,-0.302,-0.57,-0.58,0.57,0.91,191.4,-5.58,0.75,4729,49,42.5,3,159500000,1779129159000000,1,95,159498197,159476557,159497768,1,23,2
2026-05-18 18:32:39,45.478119,9.227203,133.8,11,1.07,60.8,-0.156,-0.274,-0.77,-0.49,0.56,0.91,191.8,-5.35,0.8,4691,51,46.5,3,160000000,1779129159500000,1,99,159999094,159982560,159993585,0,17,6
2026-05-18 18:32:40,45.478119,9.227204,133.8,11,1.08,61.9,-0.164,-0.28,-0.61,-0.3,0.55,0.9,192.1,-5.26,0.78,4664,50,44.6,3,160500000,1779129160000000,1,96,160499457,160472492,160493974,0,27,6
2026-05-18 18:32:40,45.478119,9.227205,133.8,11,1.08,59.6,-0.156,-0.268,-0.6,-0.97,0.54,0.9,192.4,-5.13,0.76,4562,48,40.2,3,161000000,1779129160500000,1,97,160997972,160987649,160997591,2,12,2
2026-05-18 18:32:41,45.47812,9.227205,133.7,11,1.09,58.1,-0.162,-0.255,-1.06,-0.96,0.53,0.9,192.8,-4.77,0.81,4288,47,42.8,3,161500000,1779129161000000,1,93,161497627,161477175,161495785,2,22,4
2026-05-18 18:32:41,45.47812,9.227206,133.7,11,1.09,57.7,-0.152,-0.225,-0.57,-0.73,0.52,0.9,193.1,-4.55,0.82,4501,50,45.0,3,162000000,1779129161500000,1,94,161997965,161970966,161994471,2,29,5
2026-05-18 18:32:42,45.478121,9.227207,133.7,11,1.09,59.6,-0.133,-0.221,-1.1,-0.93,0.51,0.89,193.4,-3.88,0.83,4478,44,41.3,3,162500000,1779129162000000,1,92,162499238,162484746,162493958,0,15,6
2026-05-18 18:32:42,45.478121,9.227207,133.6,11,1.1,56.9,-0.133,-0.23,-0.75,-0.47,0.5,0.89,193.8,-4.6,0.82,4403,40,33.8,3,163000000,1779129162500000,1,98,162997161,162994336,162992749,2,5,7
2026-05-18 18:32:43,45.478121,9.227208,133.6,11,1.1,55.7,-0.112,-0.201,-0.22,-0.12,0.49,0.89,194.1,-4.02,0.79,4276,45,39.5,3,163500000,1779129163000000,1,97,163498734,163482449,163493356,1,17,6
2026-05-18 18:32:43,45.478122,9.227208,133.6,12,1.11,54.6,-0.124,-0.195,-0.45,-0.7,0.49,0.89,194.5,-3.81,0.81,4200,40,38.3,3,164000000,1779129163500000,1,97,163997524,163981855,163997568,2,18,2
2026-05-18 18:32:44,45.478122,9.227209,133.6,12,1.11,54.7,-0.112,-0.151,-0.31,-0.61,0.48,0.88,194.8,-3.31,0.82,4126,47,42.1,3,164500000,1779129164000000,1,97,164498564,164482527,164495536,1,17,4
2026-05-18 18:32:44,45.478122,9.22721,133.5,12,1.11,55.5,-0.104,-0.157,-0.4,-0.78,0.47,0.88,195.2,-2.89,0.8,4233,44,39.9,3,165000000,1779129164500000,1,97,164997321,164981385,164998898,2,18,1
2026-05-18 18:32:45,45.478123,9.22721,133.5,12,1.12,53.3,-0.092,-0.152,-0.3,-0.73,0.46,0.88,195.5,-2.52,0.71,4269,42,40.4,3,165500000,1779129165000000,1,99,165498106,165491365,165497269,1,8,2
2026-05-18 18:32:45,45.478123,9.227211,133.5,12,1.12,52.7,-0.092,-0.12,-0.87,-0.69,0.45,0.87,195.9,-1.74,0.78,3989,40,36.3,3,166000000,1779129165500000,1,99,165999019,165976993,165993604,0,23,6
2026-05-18 18:32:46,45.478123,9.227211,133.4,12,1.12,54.3,-0.074,-0.11,-0.45,-0.18,0.44,0.87,196.2,-2.04,0.76,4103,41,36.0,3,166500000,1779129166000000,1,96,166498135,166474509,166494891,1,25,5
2026-05-18 18:32:46,45.478124,9.227212,133.4,12,1.13,54.2,-0.06,-0.117,-0.49,-0.61,0.43,0.87,196.6,-1.59,0.76,4032,47,42.8,3,167000000,1779129166500000,1,97,166998808,166990343,166998889,1,9,1
2026-05-18 18:32:47,45.478124,9.227213,133.4,12,1.13,54.7,-0.063,-0.063,-0.43,-0.33,0.42,0.86,196.9,-1.25,0.75,4334,44,36.7,3,167500000,1779129167000000,1,95,167498910,167484045,167495199,1,15,4
2026-05-18 18:32:47,45.478124,9.227213,133.4,12,1.13,54.1,-0.05,-0.083,-0.41,0.17,0.41,0.86,197.3,-1.21,0.82,4114,44,37.6,3,168000000,1779129167500000,1,94,167998527,167991735,167995461,1,8,4
2026-05-18 18:32:48,45.478125,9.227214,133.3,12,1.14,51.8,-0.033,-0.05,-0.3,-0.17,0.4,0.86,197.6,-0.41,0.8,4069,42,36.6,3,168500000,1779129168000000,1,95,168497963,168479816,168493605,2,20,6
2026-05-18 18:32:48,45.478125,9.227214,133.3,12,1.14,49.5,-0.022,-0.048,-0.51,0.18,0.39,0.85,198.0,-1.28,0.76,3977,39,34.1,3,169000000,1779129168500000,1,97,168997088,168971834,168996490,2,28,3
2026-05-18 18:32:49,45.478125,9.227215,133.3,12,1.14,49.5,-0.003,-0.037,0.05,-0.32,0.38,0.85,198.4,-0.76,0.77,3933,39,34.1,3,169500000,1779129169000000,1,96,169498031,169483505,169492009,1,16,7
2026-05-18 18:32:49,45.478126,9.227215,133.2,12,1.14,51.9,0.006,-0.013,-0.17,-0.32,0.37,0.85,198.7,-0.82,0.81,4072,37,35.3,3,170000000,1779129169500000,1,98,169998223,169985092,169994078,1,14,5
2026-05-18 18:32:50,45.478126,9.227216,133.2,12,1.15,49.8,0.011,0.003,-0.1,0.38,0.36,0.84,199.1,0.03,0.76,3944,36,33.6,3,170500000,1779129170000000,1,94,170497567,170472612,170495400,2,27,4
2026-05-18 18:32:50,45.478126,9.227216,133.2,13,1.15,49.1,0.002,0.012,-0.29,0.21,0.35,0.84,199.5,0.47,0.73,3983,43,37.7,3,171000000,1779129170500000,1,98,170998651,170994249,170997539,1,5,2
2026-05-18 18:32:51,45.478127,9.227217,133.2,13,1.15,49.4,0.027,0.045,0.08,-0.21,0.34,0.84,199.8,0.85,0.8,3839,36,33.8,3,171500000,1779129171000000,1,92,171498409,171493106,171494283,1,6,5
2026-05-18 18:32:51,45.478127,9.227217,133.1,13,1.16,48.9,0.042,0.057,0.25,0.41,0.34,0.83,200.2,0.62,0.75,3755,42,35.6,3,172000000,1779129171500000,1,92,171998708,171992293,171994474,1,7,5
2026-05-18 18:32:52,45.478127,9.227218,133.1,13,1.16,47.2,0.05,0.066,-0.17,0.58,0.33,0.83,200.6,0.89,0.79,3729,35,32.8,3,172500000,1779129172000000,1,98,172498581,172487169,172493658,1,12,6
2026-05-18 18:32:52,45.478127,9.227218,133.1,13,1.16,46.9,0.061,0.102,0.67,-0.02,0.32,0.83,201.0,2.06,0.74,3795,33,29.4,3,173000000,1779129172500000,1,92,172998904,172979090,172995235,1,20,4
2026-05-18 18:32:53,45.478128,9.227219,133.1,13,1.16,46.3,0.074,0.12,0.27,0.64,0.31,0.82,201.4,1.83,0.79,3667,38,33.3,3,173500000,1779129173000000,1,93,173499077,173488419,173493922,0,11,6
2026-05-18 18:32:53,45.478128,9.227219,133.0,13,1.17,47.0,0.089,0.117,0.15,0.21,0.3,0.82,201.7,1.89,0.78,3773,38,33.0,3,174000000,1779129173500000,1,94,173998772,173988659,173996779,1,11,3
2026-05-18 18:32:54,45.478128,9.22722,133.0,13,1.17,46.6,0.075,0.135,0.64,-0.04,0.29,0.82,202.1,2.11,0.82,3666,35,34.3,3,174500000,1779129174000000,1,94,174499021,174478231,174493075,0,21,6
2026-05-18 18:32:54,45.478129,9.22722,133.0,13,1.17,45.5,0.099,0.147,0.28,0.14,0.28,0.81,202.5,2.22,0.82,3625,40,34.7,3,175000000,1779129174500000,1,94,174998661,174994296,174998982,1,5,1
2026-05-18 18:32:55,45.478129,9.227221,133.0,13,1.17,43.4,0.1,0.163,0.34,0.16,0.27,0.81,202.9,2.47,0.83,3709,31,30.2,3,175500000,1779129175000000,1,92,175497661,175492911,175493535,2,7,6
2026-05-18 18:32:55,45.478129,9.227221,132.9,13,1.17,44.8,0.095,0.167,1.01,0.36,0.26,0.8,203.3,2.42,0.79,3534,40,38.4,3,176000000,1779129175500000,1,100,175998083,175976885,175995902,1,23,4
2026-05-18 18:32:56,45.478129,9.227222,132.9,13,1.18,44.8,0.131,0.172,0.49,0.69,0.25,0.8,203.7,2.69,0.72,3769,31,25.1,3,176500000,1779129176000000,1,100,176498748,176484020,176498692,1,15,1
2026-05-18 18:32:56,45.47813,9.227222,132.9,13,1.18,44.4,0.132,0.211,0.79,0.4,0.24,0.8,204.1,4.24,0.74,3675,40,34.0,3,177000000,1779129176500000,1,99,176997857,176983154,176996106,2,16,3
2026-05-18 18:32:57,45.47813,9.227223,132.9,13,1.18,42.0,0.123,0.206,0.65,0.38,0.23,0.79,204.5,4.04,0.73,3485,35,29.1,3,177500000,1779129177000000,1,95,177498232,177488216,177492175,1,11,7
2026-05-18 18:32:57,45.47813,9.227223,132.8,13,1.18,43.6,0.148,0.227,0.4,0.39,0.22,0.79,204.9,3.67,0.78,3633,36,33.8,3,178000000,1779129177500000,1,98,177998397,177989971,177992098,1,10,7
2026-05-18 18:32:58,45.478131,9.227224,132.8,13,1.18,42.8,0.14,0.249,0.54,0.93,0.21,0.79,205.3,4.02,0.81,3584,33,32.7,3,178500000,1779129178000000,1,95,178498754,178481972,178498236,1,18,1
2026-05-18 18:32:58,45.478131,9.227224,132.8,14,1.18,41.4,0.145,0.253,0.79,0.25,0.2,0.78,205.7,4.25,0.8,3413,37,31.2,3,179000000,1779129178500000,1,93,178999013,178970728,178998808,0,29,1
2026-05-18 18:32:59,45.478131,9.227225,132.8,14,1.19,42.7,0.158,0.261,0.71,0.82,0.19,0.78,206.1,4.54,0.72,3407,34,32.0,3,179500000,1779129179000000,1,100,179498915,179480701,179497533,1,19,2
2026-05-18 18:32:59,45.478131,9.227225,132.8,14,1.19,42.0,0.157,0.273,1.15,0.82,0.18,0.77,206.5,5.39,0.74,3596,36,34.9,3,180000000,1779129179500000,1,100,179999453,179984794,179992530,0,15,7
2026-05-18 18:33:00,45.478132,9.227226,132.7,14,1.19,41.7,0.172,0.294,0.94,0.59,0.17,0.77,206.9,5.77,0.81,3501,31,26.0,3,180500000,1779129180000000,1,92,180498322,180488555,180496335,1,11,3
2026-05-18 18:33:00,45.478132,9.227226,132.7,14,1.19,42.0,0.17,0.317,0.71,0.98,0.16,0.77,207.3,5.37,0.74,3462,34,30.8,3,181000000,1779129180500000,1,96,180997315,180971818,180994995,2,28,5
2026-05-18 18:33:01,45.478132,9.227226,132.7,14,1.19,40.3,0.182,0.331,0.93,0.47,0.15,0.76,207.7,6.09,0.73,3404,30,25.0,3,181500000,1779129181000000,1,93,181497244,181470292,181494392,2,29,5
2026-05-18 18:33:01,45.478132,9.227227,132.7,14,1.19,41.2,0.169,0.33,1.06,0.95,0.14,0.76,208.1,5.95,0.81,3380,31,30.0,3,182000000,1779129181500000,1,94,181997584,181977023,181993875,2,22,6
2026-05-18 18:33:02,45.478133,9.227227,132.6,14,1.19,40.5,0.174,0.337,1.62,0.57,0.13,0.75,208.6,5.98,0.78,3344,31,28.0,3,182500000,1779129182000000,1,93,182498752,182479277,182498991,1,20,1
2026-05-18 18:33:02,45.478133,9.227228,132.6,14,1.19,38.1,0.169,0.337,0.99,0.97,0.12,0.75,209.0,5.95,0.75,3367,33,28.5,2,183000000,1779129182500000,1,95,182998735,182984709,182996569,1,15,3
2026-05-18 18:33:03,45.478133,9.227228,132.6,14,1.2,40.0,0.175,0.355,1.26,0.78,0.11,0.75,209.4,6.83,0.81,3481,30,29.2,2,183500000,1779129183000000,1,98,183497758,183478225,183492634,2,21,7
2026-05-18 18:33:03,45.478133,9.227229,132.6,14,1.2,39.1,0.193,0.347,1.59,1.17,0.1,0.74,209.8,6.64,0.78,3466,32,30.2,2,184000000,1779129183500000,1,93,183997538,183993739,183997248,2,6,2
2026-05-18 18:33:04,45.478134,9.227229,132.6,14,1.2,37.3,0.19,0.367,1.18,1.12,0.09,0.74,210.2,6.01,0.8,3171,27,25.5,2,184500000,1779129184000000,1,94,184497529,184476134,184493787,2,23,6
